Spannung,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
white,2.671367,2.705019,2.737396,2.763295,2.787635,2.812697,2.833538,2.853756,2.875193,2.895164,2.912689,2.931442,2.947681,2.963219,2.980281,2.995236,3.009616,3.025819,3.041485
white,2.668569,2.702341,2.734985,2.760935,2.785469,2.810838,2.831846,2.85209,2.87352,2.893683,2.911215,2.93005,2.946305,2.961936,2.979053,2.994191,3.008672,3.02478,3.040685
white,2.667891,2.701716,2.734344,2.760293,2.784925,2.810011,2.831144,2.851505,2.87285,2.893212,2.910606,2.929542,2.945893,2.961494,2.978651,2.993818,3.008544,3.024704,3.040539
white,2.668879,2.702481,2.734962,2.76081,2.785346,2.810609,2.831506,2.85178,2.873166,2.893295,2.91092,2.929648,2.946076,2.961674,2.97893,2.994012,3.008634,3.024772,3.040556
white,2.668789,2.702527,2.734823,2.760739,2.785197,2.810434,2.831585,2.852021,2.873432,2.893544,2.91115,2.92991,2.946025,2.961601,2.97879,2.993925,3.008532,3.024643,3.040502
white,2.667979,2.701727,2.734259,2.760332,2.78486,2.810116,2.831181,2.851365,2.872909,2.8931,2.910749,2.929523,2.9458,2.961371,2.97863,2.993737,3.008322,3.024387,3.040257
white,2.668256,2.701959,2.734364,2.760448,2.784982,2.81014,2.831226,2.851356,2.872802,2.893003,2.910485,2.929423,2.945695,2.96137,2.978554,2.993755,3.008224,3.02443,3.040304
white,2.668225,2.701918,2.734366,2.760387,2.784695,2.810001,2.831119,2.851498,2.872971,2.893095,2.910619,2.929607,2.945745,2.961429,2.978589,2.993639,3.008188,3.024378,3.040224
white,2.668053,2.701986,2.734461,2.760408,2.784914,2.809871,2.830891,2.851311,2.872781,2.892861,2.91049,2.929324,2.945694,2.961277,2.978426,2.993501,3.00813,3.024339,3.040276
white,2.668584,2.702474,2.734668,2.760859,2.785202,2.810327,2.831373,2.851573,2.872963,2.893141,2.910742,2.92955,2.945725,2.961366,2.978601,2.993706,3.008193,3.024285,3.040169
white,2.668082,2.701798,2.73419,2.760284,2.78459,2.809825,2.830948,2.851259,2.872946,2.893128,2.910436,2.929301,2.945594,2.961153,2.978253,2.993387,3.007978,3.024124,3.040018
white,2.66773,2.701773,2.734188,2.760068,2.784775,2.809889,2.830868,2.851388,2.872702,2.893028,2.910578,2.929404,2.945693,2.961363,2.978669,2.993765,3.008282,3.024349,3.040288
white,2.668933,2.702614,2.734995,2.761108,2.785494,2.810571,2.831709,2.851923,2.873282,2.8936,2.911186,2.929969,2.946267,2.961674,2.978904,2.993927,3.008348,3.024526,3.040392
white,2.66843,2.702197,2.734735,2.760807,2.785298,2.810397,2.83136,2.85163,2.873034,2.893266,2.910819,2.929587,2.945942,2.961505,2.978796,2.99383,3.008482,3.024607,3.040464
white,2.668491,2.702163,2.734475,2.760504,2.784971,2.810271,2.831294,2.851468,2.872934,2.893113,2.910577,2.929403,2.945745,2.961241,2.978552,2.993536,3.008088,3.024276,3.040206
white,2.668125,2.701836,2.734565,2.760452,2.784987,2.810076,2.831172,2.851395,2.872908,2.893195,2.910676,2.929465,2.945781,2.961287,2.978366,2.993505,3.008038,3.024252,3.040093
white,2.668821,2.702465,2.734736,2.760713,2.78518,2.810309,2.83144,2.851735,2.873005,2.893253,2.910697,2.929532,2.945732,2.961328,2.978417,2.993595,3.008092,3.024234,3.040106
white,2.66818,2.701916,2.734382,2.760204,2.784627,2.809928,2.831052,2.851213,2.87271,2.892796,2.910445,2.92926,2.945485,2.961011,2.978267,2.993348,3.007978,3.024134,3.03999
white,2.668399,2.701887,2.734405,2.760308,2.784663,2.809894,2.830957,2.851292,2.872684,2.892789,2.910428,2.929335,2.945579,2.96107,2.978316,2.993374,3.007854,3.023978,3.039885
white,2.667988,2.701751,2.734335,2.760279,2.784626,2.809855,2.830836,2.851263,2.872735,2.892903,2.910505,2.929329,2.945658,2.961211,2.978486,2.993551,3.00811,3.02422,3.040169
white,2.66835,2.702066,2.734562,2.760723,2.785011,2.810159,2.830993,2.851392,2.872749,2.892946,2.910538,2.929321,2.945679,2.961154,2.978323,2.993551,3.008015,3.024136,3.039932
white,2.667887,2.701746,2.734304,2.760381,2.784669,2.809894,2.830937,2.85123,2.872642,2.89288,2.910452,2.929224,2.945443,2.961142,2.97838,2.993292,3.008037,3.02397,3.039837
white,2.667889,2.701649,2.734224,2.760221,2.784687,2.809906,2.830877,2.851168,2.872582,2.892802,2.91033,2.929134,2.94545,2.961003,2.978298,2.993374,3.007911,3.023958,3.039867
white,2.668029,2.701945,2.734366,2.7603,2.784676,2.809786,2.830774,2.851123,2.872494,2.892713,2.910285,2.929014,2.945353,2.960775,2.977936,2.993037,3.0077,3.023851,3.039717
white,2.668949,2.702346,2.734559,2.760674,2.784954,2.810136,2.831124,2.851421,2.872847,2.892943,2.91045,2.929346,2.945596,2.961319,2.978478,2.993393,3.007993,3.024017,3.039891
white,2.668323,2.702056,2.734406,2.760429,2.78454,2.809882,2.830661,2.850967,2.872427,2.892704,2.910151,2.929069,2.945417,2.96084,2.978057,2.99322,3.007826,3.023844,3.039732
white,2.667777,2.701572,2.734,2.759934,2.784284,2.809474,2.830395,2.850704,2.872258,2.892459,2.910014,2.928719,2.945152,2.960726,2.977977,2.992954,3.007604,3.023669,3.039668
white,2.668123,2.701923,2.73427,2.760232,2.784645,2.809855,2.831014,2.851237,2.872673,2.892741,2.910354,2.929085,2.945219,2.960737,2.977915,2.992994,3.007565,3.023756,3.039659
white,2.668091,2.701933,2.734236,2.760294,2.784648,2.80998,2.830916,2.851131,2.872547,2.892607,2.910191,2.929112,2.945452,2.960869,2.978059,2.993076,3.007685,3.023741,3.039526
white,2.66794,2.701556,2.734116,2.760134,2.784497,2.809702,2.830653,2.851106,2.872659,2.892721,2.910247,2.929029,2.945246,2.960977,2.97817,2.993156,3.007808,3.023882,3.039814
white,2.66815,2.701774,2.734193,2.760023,2.784458,2.809709,2.830792,2.851058,2.87243,2.892492,2.910196,2.928941,2.945374,2.960865,2.978085,2.993094,3.007632,3.023805,3.039655
white,2.66793,2.701634,2.733981,2.759873,2.784365,2.809437,2.830542,2.850895,2.872363,2.892615,2.910153,2.928975,2.945259,2.960758,2.977937,2.993109,3.007538,3.0236,3.039493
white,2.668068,2.701834,2.734195,2.760231,2.784839,2.809958,2.831068,2.851285,2.872688,2.892939,2.910497,2.929233,2.945577,2.961169,2.978302,2.993508,3.008145,3.024117,3.039986
white,2.668322,2.702091,2.734365,2.76036,2.784749,2.810059,2.831118,2.851341,2.872963,2.893116,2.910618,2.92949,2.945812,2.961364,2.978575,2.993682,3.008279,3.024507,3.04046
